id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
54327,F,1.2375,1.0,0.3875,22.5378525,6.90310325,4.7343665,5.8116475,13
54328,M,1.525,1.2,0.425,34.529691,18.1153305,6.93145275,9.7805775,12
54329,M,1.675,1.4125,0.475,55.46579675,22.792998,8.221355,14.628342,10
54330,I,1.4875,1.1625,0.35,21.0069795,9.3269855,4.3374735,5.10291,9
54331,F,1.55,1.25,0.4375,35.5786225,15.52135125,7.3992195,9.14271375,11
54332,M,1.6625,1.3125,0.4375,36.6559035,14.69921575,7.2858215,10.77281,11
54333,I,1.025,0.8125,0.25,10.53183925,4.55009475,2.25378525,2.9766975,9
54334,M,1.2125,0.9125,0.3375,17.90270925,7.15824875,3.58621175,5.2446575,9
54335,F,1.275,0.9625,0.375,29.10076175,10.90038275,7.07320025,8.9300925,13
54336,F,1.6125,1.275,0.425,43.02036625,19.674553,8.57572375,11.36678925,10
54337,I,1.2875,0.9625,0.275,14.911837,6.30776375,2.4097075,4.195726,6
54338,M,1.3375,1.0875,0.425,24.79163775,11.1413535,4.422522,8.3631025,11
54339,F,1.5625,1.25,0.4625,32.51261025,15.63474925,8.2497045,10.61688775,10
54340,M,1.4375,1.1125,0.3875,27.6974615,13.84873075,5.34388075,7.2291225,11
54341,I,1.0625,0.8625,0.3375,12.6722265,5.59902625,2.67902775,3.685435,8
54342,I,0.4625,0.325,0.1,0.7654365,0.29766975,0.18427175,0.2551455,4
54343,I,1.3625,1.0625,0.3375,21.829115,9.3269855,4.83358975,6.23689,11
54344,M,1.4375,1.0625,0.4375,29.540179,15.5071765,6.56290925,7.61184075,10
54345,I,0.3875,0.35,0.0625,0.4252425,0.1417475,0.09922325,0.1417475,4
54346,F,1.275,1.0,0.3375,16.37183625,6.5487345,4.0539785,5.0178615,10
54347,I,1.0875,0.825,0.2875,13.39513875,8.54737425,2.65067825,3.35941575,7
54348,I,1.3125,1.0,0.35,18.92329125,7.24329725,3.4869885,4.9611625,8
54349,M,1.125,0.875,0.3375,13.437663,5.6982495,3.2034935,4.3941725,9
54350,F,1.625,1.275,0.4125,34.6147395,14.0897015,7.52679225,10.77281,10
54351,M,1.6125,1.2875,0.4125,37.40716525,18.9091165,8.0229085,11.623295,10
54352,F,1.5875,1.2125,0.4,34.74231225,14.18892475,7.9662095,10.20582,9
54353,M,1.175,0.925,0.3,15.2236815,8.00873375,3.44446425,4.252425,7
54354,I,1.475,1.1375,0.4375,27.385617,8.788345,7.2291225,10.77281,14
54355,M,1.575,1.225,0.3875,32.16250775,12.6155275,8.12213175,10.0640725,11
54356,F,1.7375,1.375,0.4875,49.384829,23.700182,13.380964,17.1514475,9
54357,F,1.425,1.125,0.4125,29.49765475,14.89766225,6.917278,7.654365,8
54358,F,1.5125,1.175,0.3625,28.2644515,11.26892625,6.59125875,7.2291225,9
54359,I,0.9,0.675,0.2,5.06038575,2.6932025,1.48834875,1.9561155,6
54360,M,1.3,1.0,0.3625,21.829115,10.6310625,4.025629,7.37087,9
54361,M,1.55,1.225,0.4125,33.1972645,14.21727425,7.89533575,8.6465975,12
54362,I,1.4125,1.075,0.3625,24.097075,11.226402,5.59902625,6.747181,9
54363,M,1.3625,1.1625,0.45,25.44367625,9.6671795,4.69184225,10.6310625,16
54364,F,1.4875,1.125,0.375,31.581343,16.62698175,6.25106475,7.087375,9
54365,F,1.6125,1.2875,0.475,39.41997975,13.79203175,8.051258,14.17475,14
54366,M,1.3,1.0125,0.325,18.24290325,8.88756825,4.29494925,6.9456275,9
54367,M,1.625,1.2125,0.4125,33.43823525,13.56523575,7.767763,10.0640725,11
54368,I,1.325,1.0125,0.3625,16.8112535,7.78193775,3.912231,5.953395,7
54369,I,1.1,0.8875,0.2625,12.984071,5.45727875,2.76407625,3.9405805,8
54370,M,1.4375,1.1875,0.3875,27.78251,12.03436275,5.386405,7.37087,11
54371,F,1.575,1.2,0.425,30.03629525,13.73533275,6.010094,9.39785925,14
54372,F,1.5625,1.175,0.4,33.38153625,17.3215445,6.44951125,8.278054,8
54373,M,1.6375,1.325,0.4375,32.545226,12.68640125,6.747181,11.3681495,11
54374,I,1.4375,1.125,0.3625,25.1460065,11.18387775,4.77689075,7.61184075,10
54375,I,1.1,0.825,0.275,10.9145575,4.74854125,2.3530085,3.40194,8
54376,F,0.9375,0.6625,0.2625,6.98815175,2.83495,0.86465975,2.42388225,22
54377,M,1.2625,1.0,0.425,22.0842605,9.695529,4.23825025,6.23689,8
54378,F,1.375,1.0625,0.375,20.76600875,8.94426725,4.89028875,6.0951425,10
54379,F,1.4,1.125,0.3875,22.77882325,10.4609655,4.57844425,6.9456275,9
54380,I,0.5125,0.375,0.125,1.020582,0.4252425,0.226796,0.3685435,4
54381,I,0.9,0.675,0.2125,6.27941425,2.721552,1.0489315,1.984465,6
54382,F,1.4375,1.0875,0.45,25.86891875,10.8578585,5.17378375,7.7961125,12
54383,M,1.5625,1.1875,0.4125,31.18445,15.06775925,6.08096775,8.3631025,10
54384,I,0.9125,0.675,0.225,6.30776375,2.721552,1.4458245,1.984465,6
54385,F,1.4125,1.1,0.35,25.27357925,10.13494625,5.0745605,7.37087,12
54386,I,1.1375,0.875,0.25,11.35397475,5.74077375,2.2963095,3.5436875,7
54387,M,1.4625,1.1625,0.3625,24.7491135,11.35397475,4.7910655,7.654365,9
54388,I,0.775,0.5625,0.1875,4.309124,1.644271,0.86465975,1.417475,6
54389,F,1.675,1.3125,0.4625,41.22385975,18.83824275,6.4920355,12.3320325,10
54390,F,1.3,0.95,0.3875,24.13959925,9.42620875,5.5281525,8.6465975,17
54391,F,1.4375,1.1,0.4125,26.2232875,11.0846545,5.99591925,7.7961125,9
54392,M,1.3625,1.05,0.3625,18.1153305,7.10154975,4.9044635,5.10291,11
54393,M,1.3,1.0125,0.3,18.86659225,8.17883075,4.4508715,4.3941725,8
54394,F,1.25,0.95,0.325,18.75319425,8.15048125,4.91863825,5.386405,7
54395,M,1.3875,1.1,0.3375,27.76833525,11.679994,5.726599,7.2291225,9
54396,M,1.6375,1.3,0.4625,44.9906565,19.391058,10.8011595,11.1980525,10
54397,M,0.8,0.6125,0.1875,4.3941725,1.984465,1.17650425,1.8427175,6
54398,I,1.3125,1.0,0.325,19.447757,9.85145125,3.86970675,5.10291,9
54399,M,1.65,1.2375,0.3875,37.23706825,17.4349425,7.2858215,9.2135875,10
54400,M,1.4125,1.0875,0.375,19.77377625,8.71747125,4.46504625,6.80388,9
54401,I,0.9625,0.7,0.2125,7.72523875,3.458639,1.474174,2.4097075,7
54402,F,1.45,1.125,0.3625,23.7285315,11.736693,5.216308,6.23689,8
54403,M,1.625,1.3125,0.475,41.900561,17.1514475,10.0073735,10.3475675,10
54404,M,0.95,0.75,0.2625,7.10154975,3.005047,1.51669825,2.19708625,10
54405,F,1.1875,0.875,0.3125,15.762322,5.40057975,3.8838815,4.3941725,10
54406,F,1.4125,1.125,0.3875,30.03629525,13.42348825,6.80388,7.5126175,11
54407,F,1.125,0.875,0.2625,13.02659525,5.8683465,2.96252275,3.96893,9
54408,I,1.125,0.9125,0.3,13.8062065,5.0745605,3.061746,4.1106775,8
54409,M,1.45,1.1375,0.4,31.51046925,12.11941125,6.56290925,9.7805775,19
54410,I,0.85,0.6625,0.2125,5.06038575,2.11203775,1.417475,1.60174675,6
54411,I,0.825,0.575,0.2,3.24601775,1.304077,0.75126175,1.09145575,6
54412,M,1.6125,1.3375,0.5625,45.472598,17.50581625,8.50485,13.1825175,12
54413,F,1.525,1.2625,0.4125,35.4652245,15.4504775,9.015141,9.14271375,9
54414,M,1.475,1.1125,0.3625,26.251637,11.35397475,4.86193925,8.7032965,17
54415,M,1.4625,1.15,0.4125,34.189497,16.839603,6.917278,8.6465975,10
54416,I,0.7,0.55,0.2,3.81300775,1.70097,0.680388,0.9922325,5
54417,F,1.525,1.2125,0.4125,30.220567,12.09106175,6.633783,9.07184,9
54418,F,1.45,1.125,0.475,34.529691,10.035723,6.6054335,8.40562675,12
54419,I,1.2125,0.925,0.3875,23.24659,6.520385,4.63514325,7.10154975,16
54420,I,1.325,0.9875,0.325,19.504456,8.68912175,4.3941725,5.10291,8
54421,M,1.5,1.1625,0.4,27.22969475,12.927372,5.82582225,7.2291225,9
54422,F,1.35,1.1,0.375,24.94756,7.66853975,4.32329875,9.07184,11
54423,M,1.65,1.2125,0.4,34.79901125,17.293195,7.767763,8.50485,9
54424,M,1.5625,1.25,0.4625,39.81687275,16.17338975,8.2497045,10.0640725,11
54425,F,1.3875,1.0,0.3375,24.84833675,10.41844125,4.57844425,7.654365,13
54426,M,1.6125,1.2125,0.4375,34.5580405,14.84096325,7.767763,10.0640725,10
54427,I,1.2,0.875,0.3,14.004653,6.76135575,2.36718325,4.252425,7
54428,F,1.8,1.425,0.5,47.0318205,20.97863,10.78698475,13.87708025,17
54429,I,0.775,0.575,0.2,3.6003865,1.54504775,0.80796075,1.13398,6
54430,I,1.2125,0.9125,0.3125,13.39513875,5.88252125,3.04757125,4.252425,9
54431,I,0.8125,0.5875,0.1875,4.40834725,1.70097,0.94970825,1.2757275,5
54432,I,1.0,0.75,0.275,8.845044,3.798833,2.381358,2.4097075,7
54433,I,1.4,1.1,0.3375,22.92057075,9.8372765,4.876114,6.0951425,8
54434,F,1.5875,1.25,0.45,37.81959325,15.4504775,7.27164675,11.1980525,16
54435,I,1.125,0.8875,0.3375,13.437663,5.45727875,3.1467945,5.386405,18
54436,I,1.3,0.9875,0.35,21.21960075,9.87980075,3.72795925,6.23689,8
54437,F,1.75,1.375,0.4375,49.34230475,19.1359125,8.901743,14.0330025,18
54438,F,1.7125,1.25,0.4375,48.477645,19.94387325,9.87980075,11.623295,11
54439,M,1.275,1.0,0.3625,23.3316385,11.29727575,5.11708475,5.8116475,8
54440,F,1.3125,1.0375,0.35,21.3471735,7.2291225,4.479221,7.2291225,14
54441,I,1.0625,0.8,0.3,10.73028575,4.309124,2.041164,3.118445,7
54442,M,1.325,1.0375,0.35,20.638436,9.8372765,4.91863825,5.953395,8
54443,F,1.4875,1.2125,0.4375,33.849303,22.01338675,5.386405,9.63883,11
54444,F,1.2875,0.975,0.3125,16.76872925,6.08096775,3.345241,5.5281525,9
54445,F,1.5,1.2,0.4875,34.699788,17.519991,7.7961125,8.15048125,9
54446,M,1.3875,1.0625,0.4,23.0481435,12.927372,5.71242425,6.520385,9
54447,F,1.625,1.3,0.4125,41.91473575,17.8885345,8.29222875,11.4815475,10
54448,M,1.4375,1.0875,0.3875,31.6096925,14.401546,5.386405,8.7032965,9
54449,I,1.275,1.0,0.275,16.9246515,8.32057825,3.27436725,4.53592,8
54450,F,1.5,1.225,0.4,37.74735925,19.03668925,7.35669525,9.922325,10
54451,F,1.6625,1.375,0.4625,38.9805625,16.37183625,8.46232575,13.324265,10
54452,M,1.55,1.1875,0.375,28.689694,15.03940975,6.22271525,8.7032965,9
54453,I,1.375,1.1,0.375,21.72989175,9.6104805,4.989512,5.953395,8
54454,M,1.4375,1.1125,0.375,25.798045,10.149121,6.5487345,7.087375,15
54455,M,1.2875,1.0,0.3,17.7184375,8.3064035,3.75630875,5.40057975,8
54456,M,1.475,1.1,0.4,27.08794725,10.375917,6.690482,8.3631025,13
54457,I,1.425,1.0625,0.375,22.849697,10.75863525,4.89028875,6.0951425,9
54458,M,1.5375,1.1875,0.4,32.1199835,12.94154675,7.7961125,9.63883,11
54459,I,1.5375,1.15,0.475,30.220567,12.28950825,6.406987,9.355335,15
54460,F,1.5,1.1875,0.4,29.48348,12.40290625,6.80388,9.2135875,11
54461,F,1.6125,1.325,0.425,35.13920525,13.267566,6.76135575,12.020188,10
54462,I,1.1875,0.9625,0.35,16.7545545,5.03203625,3.2601925,6.633783,14
54463,M,1.3625,1.0125,0.35,21.885814,7.41339425,5.386405,6.9456275,9
54464,I,1.15,0.8875,0.275,12.3320325,5.57067675,2.9766975,4.53592,8
54465,F,1.3125,1.0,0.2875,19.3627085,9.28446125,4.53592,5.2446575,10
54466,I,0.9,0.675,0.25,6.95980225,3.69960975,1.2757275,1.70097,6
54467,M,1.2875,1.0,0.35,16.42853525,7.04485075,3.50116325,5.2446575,8
54468,F,1.2,0.9625,0.3125,18.24290325,7.04485075,3.7704835,5.2446575,8
54469,F,1.6125,1.3125,0.4875,40.9083285,16.0174675,7.47009325,14.74174,12
54470,M,1.25,0.9625,0.325,18.01610725,8.97261675,3.8271825,4.53592,7
54471,I,1.3125,1.0,0.3625,19.74542675,9.62465525,4.1106775,5.6699,11
54472,I,1.2,0.925,0.3,14.5999925,6.19436575,3.9405805,4.6776675,8
54473,M,1.25,0.9625,0.3125,18.1153305,7.01650125,3.78465825,5.62737575,9
54474,F,1.425,1.1375,0.3625,29.95124675,12.0485375,6.010094,7.087375,9
54475,F,1.4625,1.1375,0.4625,31.18445,12.8423235,6.08096775,9.63883,15
54476,F,1.5875,1.275,0.425,41.220173,16.782904,8.80251975,11.056305,18
54477,F,1.4,1.125,0.3625,22.21183325,7.92368525,4.932813,6.9456275,11
54478,F,1.625,1.3375,0.4375,43.02036625,20.1564945,8.85921875,11.7650425,9
54479,M,1.45,1.0875,0.375,28.0376555,15.0535845,5.17378375,5.839997,9
54480,I,0.9875,0.7,0.25,8.107957,3.69960975,1.7293195,2.551455,7
54481,M,1.475,1.125,0.3375,26.283101,10.149121,5.76912325,8.71747125,10
54482,M,1.5,1.175,0.3625,34.60056475,17.4916415,5.5281525,9.3269855,10
54483,M,1.525,1.175,0.4,31.79396425,10.6310625,5.71242425,8.8733935,16
54484,F,1.6125,1.2375,0.4,36.27318525,17.42076775,8.3631025,9.7805775,11
54485,M,1.475,1.1625,0.4,29.83784875,13.7495075,6.30776375,8.6465975,14
54486,F,1.1875,0.9125,0.3125,14.5999925,5.896696,3.40194,3.8271825,8
54487,M,1.3375,1.0,0.3875,27.22969475,10.98543125,7.3425205,7.7961125,10
54488,M,1.5625,1.225,0.3,24.84833675,12.927372,5.10291,6.6054335,8
54489,I,0.9375,0.6625,0.2375,6.56290925,2.9766975,1.304077,2.1262125,7
54490,I,0.9375,0.6875,0.2,7.6827145,3.21766825,1.7293195,2.041164,6
54491,M,1.4375,1.1125,0.4125,30.17804275,13.9196045,6.973977,7.427569,10
54492,I,1.425,1.125,0.375,24.73493875,11.736693,5.3013565,7.15824875,10
54493,I,0.7125,0.5,0.1625,2.82077525,1.20485375,0.52446575,0.9922325,5
54494,M,1.575,1.25,0.4375,36.967748,17.08057375,7.881161,10.0640725,29
54495,M,1.55,1.1875,0.3875,30.63163475,13.60776,6.22271525,9.00096625,11
54496,F,1.0625,0.8,0.3,10.2341695,4.26659975,2.96252275,2.83495,7
54497,I,0.5,0.35,0.1375,1.45999925,0.35436875,0.41106775,0.3118445,6
54498,F,1.45,1.15,0.3875,27.17299575,13.6361095,7.200773,6.6621325,10
54499,M,1.5,1.2,0.4125,31.808139,14.84096325,7.24329725,9.7805775,11
54500,M,1.5,1.2125,0.375,32.16250775,14.911837,6.90310325,8.6465975,10
54501,I,1.475,1.1875,0.4125,23.530085,11.80756675,5.40057975,7.654365,9
54502,M,1.2875,0.975,0.3125,18.10115575,8.29222875,4.5075705,4.9611625,9
54503,M,1.4625,1.1625,0.375,36.61337925,16.25843825,8.9300925,9.355335,9
54504,I,1.1375,0.825,0.2625,12.43125575,5.91087075,2.778251,3.5436875,8
54505,M,1.7375,1.375,0.475,44.21104525,21.0069795,10.53183925,12.20445975,10
54506,M,1.65,1.275,0.45,43.1762885,15.989118,9.53960675,12.6155275,10
54507,M,1.5375,1.175,0.45,32.205032,12.7856245,9.19941275,8.50485,13
54508,M,1.375,1.0375,0.3125,23.88445375,10.64523725,4.97533725,6.23689,10
54509,F,1.5125,1.225,0.475,34.58639,13.5794105,7.75358825,9.7805775,10
54510,M,1.425,1.15,0.4375,25.55707425,10.9145575,5.4714535,7.37087,10
54511,M,1.45,1.15,0.4375,40.80910525,19.03668925,7.7394135,8.37727725,15
54512,M,1.275,1.025,0.35,17.349894,6.7755305,4.025629,5.37223025,8
54513,I,0.925,0.7,0.225,6.1518415,3.10427025,1.23320325,1.757669,6
54514,F,1.5125,1.2,0.4125,32.16250775,15.478827,7.711064,10.0640725,12
54515,I,0.875,0.65,0.2125,5.386405,2.381358,1.190679,1.63009625,7
54516,F,1.5625,1.225,0.425,31.39707125,12.96989625,6.90310325,8.88756825,11
54517,F,1.6125,1.25,0.4375,38.782116,19.0225145,8.66077225,10.489315,12
54518,F,1.6,1.3125,0.4375,39.179009,13.210867,7.98038425,11.7650425,18
54519,F,1.6,1.25,0.4125,43.6298805,17.22232125,8.88756825,11.623295,14
54520,F,1.6875,1.3125,0.4625,46.05376275,23.17571625,10.02154825,11.4815475,10
54521,I,1.0625,0.8125,0.2875,10.41844125,4.0539785,2.70737725,3.40194,8
54522,F,1.6875,1.4125,0.4375,58.6551155,21.67319275,10.24834425,14.21727425,9
54523,I,1.325,1.0375,0.4,19.91552375,8.50485,5.03203625,5.10291,8
54524,M,1.5,1.1625,0.4,29.97959625,13.4660125,6.917278,7.654365,9
54525,M,1.6125,1.2125,0.425,32.16250775,14.968536,7.200773,8.6465975,10
54526,I,0.525,0.375,0.1125,1.13398,0.56699,0.3118445,0.3685435,3
54527,I,1.075,0.825,0.25,12.7289255,7.200773,2.33883375,2.7499015,7
54528,M,1.55,1.225,0.45,34.529691,16.96717575,8.12213175,9.7805775,10
54529,F,1.425,1.1875,0.4375,29.029888,11.5949455,7.3992195,9.128539,15
54530,M,1.175,0.875,0.3125,13.11164375,5.82582225,3.75630875,4.1106775,8
54531,M,1.075,0.875,0.3125,10.73028575,4.6776675,2.4097075,2.9766975,10
54532,I,1.4,1.05,0.35,23.7285315,11.736693,4.819415,6.066793,9
54533,I,1.0875,0.8375,0.25,11.850091,6.293589,2.08368825,3.005047,6
54534,I,1.5625,1.25,0.4,34.28872025,14.81261375,8.391452,9.07184,17
54535,I,1.025,0.775,0.2625,8.12213175,3.4869885,1.80019325,2.551455,8
54536,M,0.475,0.3125,0.1,0.737087,0.29766975,0.226796,0.2551455,5
54537,F,1.5875,1.275,0.4125,35.0116325,15.46465225,8.43397625,9.7805775,10
54538,M,1.575,1.275,0.425,38.85298975,17.860185,8.66077225,10.489315,9
54539,M,1.8,1.3,0.4375,47.86813075,20.68096025,11.5382465,12.09106175,10
54540,I,0.55,0.4125,0.1375,1.31825175,0.5386405,0.38271825,0.4252425,4
54541,M,1.225,0.925,0.3,15.43630275,7.49844275,3.2601925,3.81300775,10
54542,F,1.4,1.075,0.3875,25.457851,9.0434905,6.59125875,6.9456275,11
54543,M,1.5375,1.2125,0.3125,29.1149365,12.57300325,6.010094,8.0796075,16
54544,I,0.925,0.6875,0.225,6.0384435,4.3941725,1.68679525,1.984465,7
54545,M,1.6625,1.25,0.425,36.4291075,14.84096325,8.77417025,9.752228,15
54546,I,0.8375,0.6625,0.25,5.443104,2.22543575,1.65844575,1.984465,7
54547,M,1.45,1.125,0.375,26.308336,10.78698475,5.2446575,7.5126175,8
54548,M,1.375,1.05,0.3375,19.3060095,9.73805325,4.025629,5.6699,10
54549,I,0.9125,0.675,0.2,6.25106475,2.42388225,1.45999925,2.4097075,6
54550,F,1.5875,1.3,0.45,49.32813,16.839603,8.901743,17.0097,10
54551,F,1.6,1.2625,0.425,37.0527965,14.3731965,7.427569,11.056305,17
54552,M,1.325,1.075,0.325,22.75047375,7.994559,5.726599,7.2291225,9
54553,M,1.475,1.125,0.3625,28.02348075,12.43125575,6.67630725,8.0229085,11
54554,M,1.5125,1.1625,0.3125,27.669112,12.3320325,5.953395,7.18659825,10
54555,M,1.5625,1.2,0.4625,33.8776525,13.67863375,7.61184075,7.93786,12
54556,M,1.875,1.4375,0.5,57.6345335,26.251637,11.90679,14.74174,12
54557,F,1.775,1.3,0.45,41.8722115,17.179797,8.68912175,11.4815475,9
54558,I,0.825,0.6375,0.2375,4.876114,1.871067,0.72291225,1.70097,11
54559,M,1.5625,1.2125,0.4125,31.99241075,14.401546,7.994559,8.0796075,9
54560,M,1.5625,1.2125,0.4625,34.60056475,14.13222575,8.63242275,9.355335,11
54561,M,1.4125,1.0875,0.3875,24.73493875,10.8011595,5.62737575,6.9456275,11
54562,F,1.2125,0.9125,0.375,25.92561775,11.75086775,5.57067675,7.144074,9
54563,I,1.3125,0.9875,0.3125,17.90270925,9.185238,4.9044635,5.06038575,7
54564,F,1.45,1.15,0.3625,25.64212275,13.154168,5.42892925,6.23689,8
54565,F,1.4,1.1375,0.375,24.38057,11.38232425,4.80524025,6.9456275,9
54566,M,0.925,0.6625,0.275,10.999606,5.74077375,1.5025235,2.42388225,19
54567,M,1.6125,1.2,0.4,35.777069,15.94659375,6.16601625,10.9145575,11
54568,M,1.475,1.2125,0.3625,32.10580875,15.762322,6.4920355,8.6465975,9
54569,I,1.3,1.0,0.3125,19.57532975,9.62465525,3.6003865,4.9611625,7
54570,I,1.0,0.7875,0.25,9.07184,3.69960975,2.041164,2.9766975,6
54571,F,1.3125,0.9875,0.3125,16.2442635,7.6260155,3.84135725,4.6776675,10
54572,M,1.4375,1.125,0.375,24.73493875,9.87980075,5.5281525,6.80388,11
54573,F,1.65,1.275,0.4625,38.11590275,14.55746825,8.43397625,12.0485375,11
54574,I,0.4375,0.325,0.1,0.9355335,0.29766975,0.26932025,0.226796,5
54575,F,1.45,1.125,0.375,28.2644515,11.01378075,5.5281525,7.7961125,16
54576,F,1.4625,1.1625,0.3875,28.2644515,10.035723,5.386405,7.93786,13
54577,M,1.3125,1.025,0.3625,22.4244545,9.87980075,4.3374735,6.3786375,9
54578,I,1.3125,1.0,0.3125,16.76872925,8.164656,3.8838815,5.2446575,8
54579,F,1.5125,1.1875,0.375,31.56716825,14.16057525,6.76135575,8.788345,9
54580,M,1.65,1.3125,0.55,42.921143,16.045817,7.41339425,12.8990225,15
54581,M,1.575,1.2625,0.475,36.117263,16.612807,7.9662095,10.3475675,11
54582,I,0.6125,0.45,0.175,2.2396105,0.963883,0.396893,0.60951425,4
54583,I,0.95,0.6875,0.25,7.55514175,3.572037,1.4458245,2.14038725,6
54584,I,0.6375,0.475,0.175,2.8066005,1.54504775,0.5386405,0.7087375,3
54585,M,1.425,1.125,0.3875,26.2232875,10.149121,6.13766675,7.2291225,10
54586,I,1.2875,0.9875,0.3375,17.7184375,7.41339425,3.6003865,4.9611625,9
54587,F,1.6375,1.2875,0.425,39.70347475,12.37455675,8.51902475,10.489315,15
54588,I,1.3125,1.0,0.3125,18.427175,8.34892775,3.685435,4.819415,8
54589,F,1.425,1.075,0.375,22.97726975,9.7805775,5.3013565,6.80388,9
54590,F,1.5875,1.25,0.4125,33.792604,13.99047825,8.00873375,9.4970825,11
54591,M,1.3,1.1625,0.3625,26.94619975,11.453198,5.6415505,7.2291225,15
54592,M,1.675,1.2625,0.45,38.782116,16.96717575,7.9095105,10.489315,11
54593,I,0.4,0.325,0.0625,0.55281525,0.21262125,0.1417475,0.170097,4
54594,I,0.7125,0.525,0.1875,2.45223175,0.97805775,0.58116475,0.850485,6
54595,I,1.2,0.975,0.3125,17.4349425,7.93786,3.628736,4.592619,13
54596,M,1.2375,0.9375,0.35,17.02387475,6.42116175,3.9972795,5.06038575,10
54597,M,1.2625,0.9625,0.3125,16.45688475,7.58349125,2.8632995,4.195726,10
54598,M,1.5625,1.1875,0.5,35.0116325,14.50076925,8.731646,9.355335,13
54599,I,0.675,0.4875,0.2,2.83495,1.09145575,0.55281525,0.850485,6
54600,F,1.4375,1.125,0.375,26.40755925,10.149121,6.08096775,7.37087,12
54601,I,1.3125,1.025,0.325,20.14231975,9.00096625,4.0539785,5.953395,8
54602,M,1.375,1.025,0.3625,22.75047375,7.10154975,4.63514325,8.3631025,15
54603,I,0.975,0.725,0.2375,7.9095105,3.27436725,1.43164975,2.26796,7
54604,M,1.525,1.2125,0.4125,34.8415355,14.911837,7.4559185,9.355335,9
54605,I,0.8375,0.625,0.1875,4.20990075,1.97029025,1.247378,1.2757275,6
54606,F,1.4,1.075,0.3625,25.61377325,11.679994,4.7343665,7.2291225,9
54607,F,1.65,1.3,0.475,39.859397,15.252031,6.78970525,11.623295,11
54608,I,1.1875,0.9,0.3125,12.6722265,4.5642695,2.4664065,4.53592,8
54609,M,1.5,1.2,0.4125,29.1149365,12.85649825,5.57067675,10.20582,15
54610,I,1.1,0.85,0.3,11.12717875,5.3013565,2.67902775,3.2601925,8
54611,M,1.3875,1.075,0.375,22.1976585,8.618248,4.97533725,7.824462,17
54612,M,1.5,1.1625,0.4,29.07241225,12.3320325,7.07320025,8.0796075,11
54613,I,1.2875,1.0125,0.3125,19.97222275,8.788345,3.52951275,5.10291,8
54614,F,1.3125,1.025,0.375,17.78931125,7.75358825,4.60679375,5.2446575,13
54615,F,1.8125,1.2875,0.4625,43.1762885,18.3421265,9.2135875,12.40290625,13
54616,I,0.575,0.4125,0.125,1.45999925,0.5386405,0.41106775,1.020582,4
54617,I,1.4125,1.075,0.35,22.792998,10.77281,5.216308,6.13766675,9
54618,M,0.9875,0.75,0.25,7.98038425,3.4302895,1.48834875,2.4097075,7
54619,M,1.45,1.1375,0.3875,27.59823825,8.54737425,5.79747275,8.50485,14
54620,I,1.1,0.8625,0.25,10.41844125,4.7343665,2.3530085,3.005047,8
54621,I,1.2625,1.0,0.2875,18.71067,8.63242275,4.40834725,4.9611625,8
54622,F,1.35,1.0375,0.3375,23.530085,9.87980075,4.86193925,7.27164675,10
54623,M,1.1875,0.8875,0.3875,12.82814875,5.08873525,2.9199985,4.819415,9
54624,F,1.25,0.9375,0.3375,14.17475,7.52679225,3.33106625,4.819415,10
54625,F,1.625,1.275,0.475,46.13881125,19.5328055,11.07047975,11.3398,10
54626,I,0.425,0.325,0.125,0.3685435,0.12757275,0.0850485,0.113398,3
54627,M,1.6375,1.275,0.4375,40.993377,18.38465075,6.76135575,12.20445975,10
54628,M,1.5,1.1625,0.375,31.581343,13.42348825,7.01650125,8.40562675,10
54629,I,0.8375,0.625,0.175,4.94698775,1.77184375,1.14815475,1.417475,6
54630,I,0.9,0.675,0.2,6.59125875,2.6365035,1.587572,2.041164,6
54631,I,0.9,0.6625,0.2125,6.633783,2.65067825,1.28990225,1.70097,7
54632,F,1.4375,1.1125,0.425,25.13183175,7.4559185,4.91863825,9.63883,19
54633,I,1.2625,1.025,0.425,22.80717275,6.73300625,4.91863825,7.087375,16
54634,M,1.5375,1.2,0.4,33.40988575,15.06775925,7.44174375,8.9300925,9
54635,F,1.6875,1.3125,0.4875,44.9906565,18.01610725,10.149121,10.489315,10
54636,F,1.575,1.225,0.3875,33.57998275,13.53688625,8.63242275,9.979024,9
54637,M,1.6,1.25,0.4375,36.55668025,16.82542825,7.98038425,9.7805775,10
54638,F,1.5875,1.2375,0.4375,41.7588135,20.53921275,8.7599955,9.63883,10
54639,F,1.4,1.075,0.3125,22.4244545,10.659412,4.91863825,6.9456275,9
54640,I,0.775,0.6125,0.25,4.12485225,1.360776,1.14815475,1.417475,5
54641,F,1.425,1.125,0.4125,30.900955,13.5794105,5.9250455,8.0796075,9
54642,F,1.5125,1.1375,0.4125,26.365035,10.5176645,6.30776375,8.788345,9
54643,I,1.425,1.1125,0.35,23.81358,11.0846545,4.7343665,6.80388,8
54644,F,1.625,1.2375,0.475,37.15201975,16.3576615,9.015141,10.489315,11
54645,M,1.475,1.175,0.4,34.189497,13.5794105,6.87475375,8.7599955,11
54646,M,1.5125,1.25,0.375,31.2694985,12.0485375,5.74077375,10.20582,12
54647,I,1.25,0.9375,0.3125,17.53416575,8.68912175,3.27436725,4.9611625,8
54648,I,0.6875,0.5125,0.15,2.721552,1.03475675,0.60951425,0.850485,5
